,BVP,EDA,ACC_x,ACC_y,ACC_z,TEMP,label
0,0.521582,0.2886908,0.40970474,0.1765583,0.76870567,0.29568896,0.0
1,0.49952468,0.008141484,0.83036095,0.6683779,0.05466821,0.94019955,0.0
2,0.50533676,0.007469112,0.82737553,0.66852075,0.04639028,0.9399285,0.0
3,0.49368903,0.00882171,0.7463496,0.6552589,0.056358527,0.91885686,0.0
4,0.50540066,0.008863694,0.8010968,0.67685086,0.091312945,0.9300049,0.0
5,0.49414048,0.010677758,0.80318487,0.6980963,0.08438716,0.91329,0.0
6,0.53924453,0.0066765263,0.78497356,0.6408988,0.101437286,0.9239665,0.0
7,0.5136511,0.0072662137,0.76308715,0.6607833,0.082229726,0.931573,0.0
8,0.5528297,0.0065197255,0.7275759,0.7064308,0.09703162,0.9154399,0.0
9,0.50843716,0.0053905463,0.737817,0.7067203,0.101042576,0.9296678,0.0
10,0.57565683,0.0049607717,0.7435876,0.7214927,0.09915107,0.9254551,0.0
11,0.51578856,0.0050211763,0.7773124,0.72323984,0.12135192,0.9072937,0.0
12,0.52448547,0.004919426,0.782098,0.7267724,0.08419573,0.9283354,0.0
13,0.52633035,0.005532076,0.7427116,0.702263,0.08187838,0.91471124,0.0
14,0.49869627,0.008149516,0.7210624,0.72559124,0.088303335,0.91708213,0.0
15,0.4771827,0.0065679317,0.7136551,0.70041376,0.09225168,0.9312653,0.0
16,0.5646714,0.005908133,0.7413614,0.6946328,0.117062174,0.9001598,0.0
17,0.5117978,0.004678475,0.7315176,0.69835544,0.11591258,0.91942286,0.0
18,0.49341688,0.00607352,0.7516998,0.6610315,0.10488528,0.9183311,0.0
19,0.48112872,0.0063643213,0.70117575,0.72711325,0.14277479,0.92949575,0.0
20,0.5228326,0.0052875048,0.7036496,0.6486171,0.1260583,0.9127242,0.0
21,0.54315853,0.007908354,0.697614,0.6324171,0.12886858,0.9183421,0.0
22,0.53514117,0.008683424,0.80728126,0.6343687,0.06134589,0.93091094,0.0
23,0.54929364,0.0098694265,0.82113755,0.67340726,0.047680564,0.907798,0.0
24,0.5075638,0.010251964,0.8274231,0.6114083,0.0568633,0.91622764,0.0
25,0.5288032,0.009495118,0.86924636,0.61387867,0.040857404,0.9368513,0.0
26,0.53925633,0.009026897,0.8591162,0.4732755,0.033102654,0.9302157,0.0
27,0.4711627,0.009464706,0.89303315,0.5595296,0.026756266,0.9260926,0.0
28,0.5425836,0.009172946,0.87861985,0.557946,0.03571114,0.9338478,0.0
29,0.5200154,0.00963116,0.87412244,0.5539498,0.036044654,0.9333314,0.0
30,0.49249673,0.009839816,0.80552924,0.55382293,0.029637285,0.9106397,0.0
31,0.57825714,0.009695072,0.843331,0.514537,0.040155947,0.92682505,0.0
32,0.54092616,0.012081317,0.8528841,0.53027433,0.03255737,0.9294533,0.0
33,0.49370837,0.014146521,0.85227114,0.52807367,0.04217822,0.933764,0.0
34,0.5230723,0.010628551,0.8245898,0.6084614,0.038860835,0.93518955,0.0
35,0.4869038,0.012216048,0.80826193,0.52864724,0.045580737,0.9410521,0.0
36,0.5248227,0.006212051,0.70830303,0.67529005,0.15176302,0.91380674,0.0
37,0.54220694,0.0087140035,0.8405601,0.53225046,0.049622,0.9525413,0.0
38,0.52810377,0.00733915,0.8789796,0.5464066,0.04510443,0.9299796,0.0
39,0.54327464,0.0104036,0.83915603,0.58724886,0.053432096,0.9315911,0.0
40,0.48832676,0.008776316,0.85887676,0.54643077,0.051977113,0.92818886,0.0
41,0.5172508,0.012207966,0.85414565,0.59921944,0.06458891,0.93933433,0.0
42,0.46187598,0.010918423,0.8264689,0.5736932,0.04564545,0.93323785,0.0
43,0.5492753,0.010199682,0.8526535,0.58288306,0.056261327,0.9259611,0.0
44,0.4738715,0.0074166707,0.84248805,0.5906013,0.04953892,0.9299539,0.0
45,0.4917661,0.00717177,0.85181224,0.6223896,0.040937614,0.9425033,0.0
46,0.50679547,0.012763225,0.84128743,0.64135957,0.06327648,0.9126765,0.0
47,0.52682835,0.01384975,0.84868777,0.6052067,0.045445707,0.93452454,0.0
48,0.490524,0.012408869,0.8212172,0.6481136,0.05265197,0.9316258,0.0
49,0.50357383,0.007155285,0.7046903,0.6828272,0.12274886,0.92210746,0.0
50,0.554083,0.00874483,0.6960815,0.72390616,0.12618047,0.91039926,0.0
51,0.54302067,0.016954264,0.5879478,0.7410231,0.68364704,0.8475441,0.0
52,0.5106807,0.012957268,0.5492438,0.7372485,0.58719325,0.85074216,0.0
53,0.60159457,0.01339881,0.5270178,0.72837263,0.65296656,0.8541627,0.0
54,0.5976235,0.011702,0.47621527,0.75901234,0.661115,0.82446516,0.0
55,0.5718312,0.011493708,0.5060575,0.77132183,0.59852964,0.8463453,0.0
56,0.58650166,0.013845765,0.47397956,0.7217153,0.6049977,0.86966664,0.0
57,0.5998679,0.010320455,0.5506289,0.73169523,0.6352342,0.84071785,0.0
58,0.5690444,0.012482663,0.5592985,0.7308209,0.6065649,0.827618,0.0
59,0.55835253,0.017710838,0.5584843,0.70020974,0.6296035,0.85241705,0.0
60,0.57789385,0.015625736,0.5782162,0.7126114,0.6245733,0.8263615,0.0
61,0.57922834,0.015220687,0.5062794,0.74760807,0.60894454,0.82139343,0.0
62,0.58177197,0.013158581,0.56140316,0.7173419,0.663788,0.8330526,0.0
63,0.56680405,0.015050933,0.48489726,0.70759284,0.6343234,0.7906297,0.0
64,0.5636509,0.015017971,0.41952643,0.786231,0.54270077,0.82075316,0.0
65,0.59413147,0.01797013,0.512195,0.7313485,0.52937376,0.8449403,0.0
66,0.59223497,0.02102022,0.49524686,0.7569387,0.5230176,0.79548025,0.0
67,0.54303753,0.022176659,0.48236537,0.770323,0.57992965,0.8454027,0.0
68,0.57352155,0.023099909,0.4791181,0.70864224,0.57857174,0.8272323,0.0
69,0.58809566,0.017137453,0.47629163,0.7290883,0.5797095,0.8153065,0.0
70,0.5651992,0.017833406,0.51162934,0.7466177,0.6320163,0.7913203,0.0
71,0.56481504,0.022477401,0.5005576,0.64271885,0.5392448,0.81847334,0.0
72,0.5367354,0.019144379,0.44292617,0.6580255,0.56536543,0.8170181,0.0
73,0.5569652,0.019523058,0.553921,0.70889336,0.53854233,0.80601466,0.0
74,0.62485325,0.017058393,0.5086499,0.74185693,0.61955833,0.8406707,0.0
75,0.5198667,0.010160201,0.8652016,0.46190518,0.03696174,0.9278721,0.0
76,0.6020347,0.01062629,0.55751634,0.7663431,0.6624119,0.8641316,0.0
77,0.5742512,0.0147146005,0.5183029,0.7835948,0.64624524,0.8591029,0.0
78,0.55554026,0.017410453,0.5674141,0.7388943,0.6907707,0.852669,0.0
79,0.5663597,0.013290686,0.57644194,0.76452297,0.6634186,0.8296213,0.0
80,0.62920916,0.017617589,0.5853339,0.7495315,0.71977407,0.87254244,0.0
81,0.596435,0.014739274,0.6092514,0.81891185,0.6971512,0.85467416,0.0
82,0.5638885,0.016145281,0.5978215,0.7863424,0.6623877,0.85528207,0.0
83,0.57786965,0.014627479,0.5447598,0.84014404,0.6603402,0.8505069,0.0
84,0.5580343,0.013191973,0.5463269,0.80466205,0.7196108,0.8554345,0.0
85,0.6049141,0.014237194,0.5503913,0.8030781,0.7066502,0.8354584,0.0
86,0.59281754,0.0142055815,0.6124437,0.7951327,0.6728647,0.8625848,0.0
87,0.5436372,0.0144482665,0.62929887,0.82463795,0.66658044,0.82713294,0.0
